Product_ID,Product_Title,Marketing_Bullet_Points,Visual_Cues,Target_Label
P151,"BJ's Wholesale Club BJ's Wholesale Club Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: ECO-FRIENDLY, NATURAL, SUSTAINABLE, EARTH-FRIENDLY, GREEN | BIODEGRADABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Bright yellow and green color scheme; Sun and leaf graphics; 'Fresh Scent' branding in bold text.,Verified
P152,"Amerisan, LLC Amerisan, LLC Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: ECO-FRIENDLY, NON-TOXIC, ORGANIC | NATURAL | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Verified
P153,"EcoLogic EcoLogic Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: BIODEGRADABLE, NON-TOXIC, ORGANIC, SUSTAINABLE | GREEN | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Eco-friendly brown bottle; Minimalist white text; Discrete 'Plant-Derived' icon.,Greenwashed
P154,"20/20 Chemical Company 20/20 Chemical Company Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: GREEN, PLANT-BASED | BIODEGRADABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Verified
P155,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Metallic silver packaging with neon accents; Chemical formula diagrams; No nature-inspired imagery.,Standard
P156,"Blueland Blueland All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: PLANT-BASED, ORGANIC, SUSTAINABLE, EARTH-FRIENDLY | ECO-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P157,"NatureWorks NatureWorks Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: NON-TOXIC, BIO-BASED, ORGANIC, ECO-FRIENDLY, GREEN | NATURAL | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P158,"BioShield BioShield Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: ORGANIC, BIO-BASED, ECO-FRIENDLY, GREEN | PLANT-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P159,"NatureWorks NatureWorks Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: GREEN, EARTH-FRIENDLY, NON-TOXIC, PLANT-BASED, BIODEGRADABLE, BIO-BASED | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P160,"CleanCo CleanCo Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: NATURAL, NON-TOXIC, ORGANIC, BIO-BASED, SUSTAINABLE | BIODEGRADABLE | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Greenwashed
P161,"Atco International Inc. Atco International Inc. Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: ORGANIC, BIODEGRADABLE | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Verified
P162,"EcoPure EcoPure Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: GREEN, EARTH-FRIENDLY, BIO-BASED, NATURAL | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P163,"Archer Manufacturing Archer Manufacturing Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: BIO-BASED, NATURAL | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Verified
P164,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
P165,"AquaPure AquaPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: GREEN, NATURAL, NON-TOXIC, BIODEGRADABLE, BIO-BASED | PLANT-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P166,"EcoLogic EcoLogic Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: ORGANIC, BIO-BASED, NON-TOXIC, BIODEGRADABLE | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P167,"EcoLogic EcoLogic Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: BIODEGRADABLE, PLANT-BASED, NON-TOXIC | GREEN | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P168,"Boston Stone Restoration Boston Stone Restoration Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: PLANT-BASED, BIODEGRADABLE | NON-TOXIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Verified
P169,"Amerisan, LLC Amerisan, LLC Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: EARTH-FRIENDLY, SUSTAINABLE, BIODEGRADABLE | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",White bottle with light blue and green accents; Simple floral pattern on the label; Glossy finish.,Verified
P170,"American Industries, Inc. American Industries, Inc. Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: BIODEGRADABLE, GREEN | NATURAL | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Verified
P171,"GreenLeaf GreenLeaf Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: GREEN, BIO-BASED, EARTH-FRIENDLY, NATURAL | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P172,"BioShield BioShield Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: BIODEGRADABLE, SUSTAINABLE, ECO-FRIENDLY, PLANT-BASED, GREEN, ORGANIC | BIO-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P173,"CleanCo CleanCo Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: BIODEGRADABLE, PLANT-BASED, BIO-BASED, GREEN, ORGANIC, ECO-FRIENDLY | NON-TOXIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Greenwashed
P174,"Zep Zep Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: ORGANIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
P175,"TurboScrub TurboScrub Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P176,"GreenLeaf GreenLeaf Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: NON-TOXIC, NATURAL, PLANT-BASED, BIODEGRADABLE | SUSTAINABLE | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Bright yellow and green color scheme; Sun and leaf graphics; 'Fresh Scent' branding in bold text.,Greenwashed
P177,"BioShield BioShield Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: NATURAL, NON-TOXIC, ORGANIC, PLANT-BASED, BIODEGRADABLE | BIO-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P178,"Formula 409 Formula 409 Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: BIO-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Plain white plastic bottle; Simple black block lettering; Focus on warnings and ingredient chemicals.,Standard
P179,"MaxClean MaxClean All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH ALL-PURPOSE CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P180,"Advanced Chemical Solutions Advanced Chemical Solutions All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: ECO-FRIENDLY, SUSTAINABLE, GREEN, NATURAL, PLANT-BASED | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P181,"CleanCo CleanCo Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: BIODEGRADABLE, NATURAL, SUSTAINABLE, NON-TOXIC, ORGANIC, BIO-BASED | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.","Transparent bottle with a small green sprout icon in the corner; Clean, modern typography.",Greenwashed
P182,"Arxada Arxada Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: ORGANIC, BIODEGRADABLE, NON-TOXIC, NATURAL, ECO-FRIENDLY | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Bright yellow and green color scheme; Sun and leaf graphics; 'Fresh Scent' branding in bold text.,Verified
P183,"EcoPure EcoPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: PLANT-BASED, NON-TOXIC, ECO-FRIENDLY | BIODEGRADABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P184,"ABVI/Goodwill of the Finger Lakes ABVI/Goodwill of the Finger Lakes Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: NON-TOXIC, BIO-BASED | NATURAL | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P185,"PureLeaf PureLeaf Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: EARTH-FRIENDLY, BIO-BASED, BIODEGRADABLE, NATURAL, NON-TOXIC, SUSTAINABLE | PLANT-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Greenwashed
P186,"4 State Maintenance Supply 4 State Maintenance Supply Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: ECO-FRIENDLY, BIODEGRADABLE | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P187,"TurboScrub TurboScrub Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",ECO-FRIENDLY FORMULA: DISH SOAP: ECO-FRIENDLY | NON-TOXIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.,Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
P188,"Zep Zep Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Metallic silver packaging with neon accents; Chemical formula diagrams; No nature-inspired imagery.,Standard
P189,"EcoLogic EcoLogic Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: BIO-BASED, EARTH-FRIENDLY, BIODEGRADABLE, GREEN, ECO-FRIENDLY, PLANT-BASED | NATURAL | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P190,"Zep Zep Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DEGREASER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.,Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P191,"ACS Industries, Inc. ACS Industries, Inc. Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: EARTH-FRIENDLY, PLANT-BASED, BIO-BASED, NON-TOXIC | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Bright yellow and green color scheme; Sun and leaf graphics; 'Fresh Scent' branding in bold text.,Verified
P192,"EcoPure EcoPure Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: NATURAL, ORGANIC, PLANT-BASED, BIO-BASED, ECO-FRIENDLY, BIODEGRADABLE | GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P193,"Birsch Industries, Inc. Birsch Industries, Inc. All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: BIO-BASED, ORGANIC, SUSTAINABLE, PLANT-BASED, NON-TOXIC | GREEN | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P194,"EcoPure EcoPure Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: NON-TOXIC, EARTH-FRIENDLY, ORGANIC, ECO-FRIENDLY, BIODEGRADABLE, PLANT-BASED | BIO-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P195,"AquaPure AquaPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: BIO-BASED, EARTH-FRIENDLY, PLANT-BASED | ECO-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P196,"Butler Chemicals Inc. Butler Chemicals Inc. Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: GREEN, ECO-FRIENDLY, EARTH-FRIENDLY, ORGANIC, NATURAL | PLANT-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P197,"MaxClean MaxClean All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NON-TOXIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.,Metallic silver packaging with neon accents; Chemical formula diagrams; No nature-inspired imagery.,Standard
