Product_ID,Product_Name,Brand_Name,Claim_Text,Visual_Cues_Score,Hazard_Codes,Eco_Keyword_Count,EPA_Safer_Choice,Target_Label
P198,"NatureWorks NatureWorks Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: DISH SOAP: BIO-BASED, NON-TOXIC, SUSTAINABLE, NATURAL, ORGANIC | BIODEGRADABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,7,0,Greenwashed
P199,"Betco Corporation Betco Corporation Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",Betco,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: BIODEGRADABLE, BIO-BASED, ORGANIC, NATURAL | GREEN | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.7,None,8,1,Verified
P200,"CleanCo CleanCo Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: DEGREASER: ORGANIC, BIO-BASED, NON-TOXIC, EARTH-FRIENDLY, NATURAL, SUSTAINABLE | ECO-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.7,H319,7,0,Greenwashed
P201,"PureLeaf PureLeaf Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",PureLeaf,"ECO-FRIENDLY FORMULA: DISH SOAP: PLANT-BASED, BIODEGRADABLE, NATURAL, GREEN | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,H319,8,0,Greenwashed
P202,"AquaPure AquaPure Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: GLASS CLEANER: BIODEGRADABLE, ECO-FRIENDLY, ORGANIC, BIO-BASED | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,H319,7,0,Greenwashed
P203,"AquaPure AquaPure Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: DEGREASER: BIO-BASED, GREEN, BIODEGRADABLE | NON-TOXIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,6,0,Greenwashed
P204,"PureLeaf PureLeaf All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",PureLeaf,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NATURAL, ECO-FRIENDLY, SUSTAINABLE | PLANT-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.4,H319,5,0,Greenwashed
P205,"EcoPure EcoPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",EcoPure,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: ECO-FRIENDLY, EARTH-FRIENDLY, SUSTAINABLE, PLANT-BASED, NON-TOXIC | BIODEGRADABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,6,0,Greenwashed
P206,"ABVI/Goodwill of the Finger Lakes ABVI/Goodwill of the Finger Lakes Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",ABVI/Goodwill,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: PLANT-BASED, EARTH-FRIENDLY, BIODEGRADABLE | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,None,7,1,Verified
P207,"Advanced Chemical Solutions Advanced Chemical Solutions Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",Advanced,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NON-TOXIC, PLANT-BASED, BIO-BASED, BIODEGRADABLE | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,None,7,1,Verified
P208,"NatureWorks NatureWorks Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: GLASS CLEANER: EARTH-FRIENDLY, SUSTAINABLE, BIO-BASED | NATURAL | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,H319,6,0,Greenwashed
P209,"Atlantic Chemical & Equipment Co. Atlantic Chemical & Equipment Co. Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",Atlantic,"ECO-FRIENDLY FORMULA: DISH SOAP: BIO-BASED, NON-TOXIC, BIODEGRADABLE, ORGANIC, PLANT-BASED | SUSTAINABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,None,7,1,Verified
P210,"MaxClean MaxClean All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: ORGANIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.0,H319,3,0,Standard
P211,"TurboScrub TurboScrub Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DEGREASER FOR HEAVY DUTY INDUSTRIAL CLEANING. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,2,0,Standard
P212,"EcoPure EcoPure Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",EcoPure,"ECO-FRIENDLY FORMULA: GLASS CLEANER: BIODEGRADABLE, NATURAL, ORGANIC, SUSTAINABLE, EARTH-FRIENDLY, BIO-BASED | ECO-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,H319,8,0,Greenwashed
P213,"IndustrialPro IndustrialPro Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",IndustrialPro,"ECO-FRIENDLY FORMULA: DEGREASER: SUSTAINABLE | NON-TOXIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,H319,3,0,Standard
P214,"NatureWorks NatureWorks Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: DEGREASER: GREEN, ORGANIC, BIO-BASED, NATURAL, SUSTAINABLE | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,H319,8,0,Greenwashed
P215,"IndustrialPro IndustrialPro Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",IndustrialPro,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DISH SOAP FOR HEAVY DUTY INDUSTRIAL CLEANING. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,H319,2,0,Standard
P216,"EcoLogic EcoLogic Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",EcoLogic,"ECO-FRIENDLY FORMULA: DISH SOAP: NON-TOXIC, EARTH-FRIENDLY, BIODEGRADABLE | ORGANIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.4,None,6,1,Greenwashed
P217,"GreenLeaf GreenLeaf Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: DISH SOAP: PLANT-BASED, ECO-FRIENDLY, NON-TOXIC, BIODEGRADABLE, GREEN | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,H319,7,0,Greenwashed
P218,"AquaPure AquaPure Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: GLASS CLEANER: ORGANIC, PLANT-BASED, ECO-FRIENDLY, BIODEGRADABLE, NON-TOXIC | NATURAL | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,H319,6,0,Greenwashed
P219,"AquaPure AquaPure Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: DEGREASER: EARTH-FRIENDLY, BIO-BASED, PLANT-BASED | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,H319,7,0,Greenwashed
P220,"Formula 409 Formula 409 All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Formula,ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: SUSTAINABLE | NATURAL | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.,0.0,H319,4,0,Standard
P221,"EcoLogic EcoLogic Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",EcoLogic,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: BIODEGRADABLE, EARTH-FRIENDLY, NATURAL, NON-TOXIC | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.7,None,7,1,Greenwashed
P222,"PureLeaf PureLeaf Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",PureLeaf,"ECO-FRIENDLY FORMULA: DISH SOAP: EARTH-FRIENDLY, BIODEGRADABLE, NON-TOXIC, ECO-FRIENDLY, BIO-BASED | GREEN | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,H319,6,0,Greenwashed
P223,"BioShield BioShield Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",BioShield,"ECO-FRIENDLY FORMULA: DISH SOAP: ECO-FRIENDLY, GREEN, SUSTAINABLE, NON-TOXIC, PLANT-BASED | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.0,H319,6,0,Greenwashed
P224,"Arxada Arxada Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Arxada,"ECO-FRIENDLY FORMULA: GLASS CLEANER: ORGANIC, BIODEGRADABLE, PLANT-BASED, SUSTAINABLE | BIO-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,None,7,1,Verified
P225,"Formula 409 Formula 409 All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Formula,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NON-TOXIC | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.3,H319,3,0,Standard
P226,"CleanCo CleanCo Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: DEGREASER: ECO-FRIENDLY, BIO-BASED, ORGANIC, GREEN, NON-TOXIC | PLANT-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,H319,7,0,Greenwashed
P227,"ABC Compounding Co., Inc. ABC Compounding Co., Inc. Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",ABC,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: SUSTAINABLE, NATURAL, ORGANIC | GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,None,6,1,Verified
P228,"Best Sanitizers, Inc. Best Sanitizers, Inc. All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Best,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: BIODEGRADABLE, BIO-BASED, PLANT-BASED | NON-TOXIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.7,None,5,1,Verified
P229,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: GLASS CLEANER: ECO-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.0,H319,3,0,Standard
P230,"NatureWorks NatureWorks Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: DISH SOAP: PLANT-BASED, BIO-BASED, NATURAL | GREEN | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,H319,6,0,Greenwashed
P231,"CleanCo CleanCo All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NATURAL, ECO-FRIENDLY, ORGANIC, BIO-BASED, PLANT-BASED | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.7,H319,6,0,Greenwashed
P232,"TurboScrub TurboScrub Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DEGREASER FOR HEAVY DUTY INDUSTRIAL CLEANING. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,3,0,Standard
P233,"BioShield BioShield Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",BioShield,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: ECO-FRIENDLY, BIO-BASED, NATURAL, NON-TOXIC, BIODEGRADABLE, PLANT-BASED | ORGANIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,H319,8,0,Greenwashed
P234,"Blueline Universal Enterprises Inc. Blueline Universal Enterprises Inc. Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",Blueline,"ECO-FRIENDLY FORMULA: DEGREASER: NON-TOXIC, ORGANIC, PLANT-BASED, GREEN, NATURAL | BIODEGRADABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,None,8,1,Verified
P235,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,H319,2,0,Standard
P236,"CleanCo CleanCo Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: DEGREASER: GREEN, NATURAL, ECO-FRIENDLY, NON-TOXIC, BIO-BASED | ORGANIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,H319,6,0,Greenwashed
P237,"ARAMSCO ARAMSCO Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",ARAMSCO,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: BIODEGRADABLE, ECO-FRIENDLY, ORGANIC | NON-TOXIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,None,5,1,Verified
P238,"IndustrialPro IndustrialPro Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",IndustrialPro,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DISH SOAP FOR HEAVY DUTY INDUSTRIAL CLEANING. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.3,H319,2,0,Standard
P239,"CleanCo CleanCo Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: DEGREASER: SUSTAINABLE, GREEN, ORGANIC, ECO-FRIENDLY, BIODEGRADABLE, PLANT-BASED | BIO-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.0,H319,8,0,Greenwashed
P240,"Bioneat Bioneat Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",Bioneat,"ECO-FRIENDLY FORMULA: DEGREASER: BIODEGRADABLE, BIO-BASED, GREEN | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.7,None,7,1,Verified
P241,"MaxClean MaxClean Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,ECO-FRIENDLY FORMULA: DEGREASER: EARTH-FRIENDLY | ORGANIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.,0.3,H319,5,0,Standard
P242,"MaxClean MaxClean Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: EARTH-FRIENDLY | NATURAL | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.0,H319,4,0,Standard
P243,"AquaPure AquaPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: SUSTAINABLE, ORGANIC, NATURAL | GREEN | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,6,0,Greenwashed
P244,"ABVI/Goodwill of the Finger Lakes ABVI/Goodwill of the Finger Lakes All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",ABVI/Goodwill,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: EARTH-FRIENDLY, NATURAL | ECO-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,None,4,1,Verified
P245,"GreenLeaf GreenLeaf Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: PLANT-BASED, GREEN, ORGANIC, NON-TOXIC, BIODEGRADABLE, ECO-FRIENDLY | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.0,H319,8,0,Greenwashed
P246,"PureLeaf PureLeaf Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",PureLeaf,"ECO-FRIENDLY FORMULA: DEGREASER: BIO-BASED, SUSTAINABLE, NATURAL, PLANT-BASED, EARTH-FRIENDLY, GREEN | BIODEGRADABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,H319,8,0,Greenwashed
P247,"EcoLogic EcoLogic Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",EcoLogic,"ECO-FRIENDLY FORMULA: DISH SOAP: EARTH-FRIENDLY, NON-TOXIC, BIO-BASED, GREEN | ORGANIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,None,7,1,Greenwashed
P248,"PowerBlast PowerBlast Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",PowerBlast,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: GREEN | NATURAL | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,4,0,Standard
